trigger,venue_program,venue_name,kind,n,n_mints,n_days,as_reported_n,as_reported_mean,as_reported_lower,as_reported_upper,carry_forward_n,carry_forward_mean,carry_forward_lower,carry_forward_upper,residual_at_zero_mean,residual_lower,residual_upper,censored_fraction,cost_floor,cost_floor_pct,cost_floor_note,median_trades_per_mint,median_traders_per_mint,same_trade_fraction
T4,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,,UNKNOWN,25,25,2,5,-0.01701994362898418,-0.01701994362898418,-0.01701994362898418,7,-0.1549242670036939,-0.18035999850500498,-0.0023098779958274918,-0.8034039887257969,-1,-0.754254985907246,0.8,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,146,13,0.32
T4,term9YPb9mzAsABaqN71A4xdbxHmpBNZavpBiQKZzN3,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,4,4,0
T4,TroYL71c8P2XNtDxHs98VtVLuiASJ7Ao5FvUoKyp3Bk,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,5,1
T4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,jupiter aggregator v6,ROUTER,3,3,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2,10,0.3333333333333333
T4,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH,,UNKNOWN,6,6,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,414,505.5,0.16666666666666666
T4,Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB,meteora amm,AMM,8,8,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,122,8.5,0
T4,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,TOKEN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,135,66,0
T4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,spl token,TOKEN,16,16,2,7,0.00449299942827278,0.00449299942827278,0.00449299942827278,7,0.00449299942827278,0.00449299942827278,0.00449299942827278,-0.5605343127501307,-1,-0.45911915415400695,0.5625,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,5,14.5,0.25
T4,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,orca whirlpool,AMM,15,15,2,5,-0.004713783775479796,-0.004713783775479796,-0.004713783775479796,5,-0.004713783775479796,-0.004713783775479796,-0.004713783775479796,-0.6682379279251599,-1,-0.5023568918877398,0.6666666666666666,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,29,14,0.06666666666666667
T4,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,8.5,0.5
T4,m9obQHAPyZeZ88w7XUY8Te6a8rBmhXsfKco7u8G8tnB,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,10,12,0
T4,2UUgGySTVXmKFatH7pGQo84ZrzdSYF5zw9iqrGwBMuuj,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,4,0
T4,CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C,raydium cpmm,AMM,3,3,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,43,42,0
T4,BSfD6SHZigAfDWSjzD5Q41jw8LmKwtmjskPH9XW1mrRW,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,0,29,1
T4,6NmUzsPWY9f8u2ZEke6xS7uBcup7TCuxQzJGS3GxE3w3,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2,82.5,0.5
T4,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,103,46.5,0
T5,FLASHX8DrLbgeR8FcfNV1F5krxYcYMUdBkrP1EPBtxB9,,UNKNOWN,8,8,2,2,-0.9165546440107539,-0.9882570793063647,-0.8448522087151431,2,-0.9165546440107539,-0.9882570793063647,-0.8448522087151431,-0.9791386610026885,-0.9970642698265912,-0.9612130521787858,0.75,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,5842.5,1945,0
T5,6Vo3245eszAb5wuqEMw8mGdbfRUdKbHhDHP5LcaGuTAB,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1.5,62.5,0.5
T5,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pumpswap,AMM,202,202,2,6,9.21885320997353,3.8596106916330033,10.290701713641633,8,7.039184082458092,1.619988030485522,10.290701713641633,-0.6964697066344497,-0.9008242715993265,-0.6310228198156329,0.9702970297029703,PUMPSWAP_TIER_SCHEDULE,2.4052,PumpSwap schedule at 0.01 SOL  modal tier 2,2411,115,0.04455445544554455
T5,FLUXubRmkEi2q6K3Y9kBPg9248ggaZVsoSFhtJHSrm1X,,UNKNOWN,183,183,3,18,5.573296030439734,5.204108736682426,5.595012930072517,28,5.3975163042433625,4.483034439046144,5.5072541280670295,-0.3534462920878949,-1,-0.22679158750873935,0.9016393442622951,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,283,21,0.00546448087431694
T5,dbcij3LWUppWqq96dh6gJWwBifmcGfLSB5D4DuSMaqN,meteora dbc,LAUNCHPAD,20,20,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,254,10,0
T5,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,meteora cpamm,AMM,52,52,3,1,-0.6617574102746926,-0.6617574102746926,-0.6617574102746926,1,-0.6617574102746926,-0.6617574102746926,-0.6617574102746926,-0.9934953348129748,-1,-0.9919466050065402,0.9807692307692307,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1385.5,235,0
T5,MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e,,UNKNOWN,13,13,2,2,0.001846788533816257,0.001846788533816257,0.001846788533816257,3,0.0004612330239350075,-0.0023098779958274918,0.001846788533816257,-0.8458697248409514,-1,-0.7773673803258185,0.8461538461538461,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,217,13,0.46153846153846156
T5,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,6131.5,6070,0
T5,Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB,meteora amm,AMM,7,7,2,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,121,8,0
T5,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,token-2022,TOKEN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,4,2,0
T5,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,spl token,TOKEN,13,13,2,7,0.00449299942827278,0.00449299942827278,0.00449299942827278,7,0.00449299942827278,0.00449299942827278,0.00449299942827278,-0.45911915415400695,-1,-0.29685490040020907,0.46153846153846156,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,2,8,0.3076923076923077
T5,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,orca whirlpool,AMM,10,10,2,3,-0.004565668515519465,-0.004565668515519465,-0.004565668515519465,3,-0.004565668515519465,-0.004565668515519465,-0.004565668515519465,-0.7013697005546559,-1,-0.5733852865066512,0.7,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,26,13.5,0.1
T5,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u,,UNKNOWN,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,8.5,0.5
T5,2UUgGySTVXmKFatH7pGQo84ZrzdSYF5zw9iqrGwBMuuj,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,1,4,0
T5,CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C,raydium cpmm,AMM,2,2,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,75,30,0
T5,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,,UNKNOWN,1,1,1,0,,0,0,0,,0,0,-1,-1,-1,1,UNKNOWN,,UNKNOWN — this venue fee schedule has not been decoded,28,21,0
T6,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,pump.fun bonding curve,CURVE,110,110,2,32,-0.609252928302473,-0.7935894169979614,-0.5969638290561076,43,-0.5560517848007378,-0.7409228520381539,-0.531726644374762,-0.8863281245970832,-0.9483973542494903,-0.8814599497223847,0.7090909090909091,FLAT_2_50_PCT,2.5,flat 2.50% curve fee  the figure the directive names,406.5,197,0
